orthogroup	accession	protein_id	sequence_id	observed_n_tmd	modal_n_tmd	matches_modal
orthogroup_795	GCF_000009045.1	NP_390883.1	orthogroup_795|GCF_000009045.1|NP_390883.1	14	14	1
orthogroup_795	GCF_000009785.1	WP_011232308.1	orthogroup_795|GCF_000009785.1|WP_011232308.1	14	14	1
orthogroup_795	GCF_000011245.1	WP_011066693.1	orthogroup_795|GCF_000011245.1|WP_011066693.1	14	14	1
orthogroup_795	GCF_000017885.4	WP_041815845.1	orthogroup_795|GCF_000017885.4|WP_041815845.1	14	14	1
orthogroup_795	GCF_005671335.1	WP_053430472.1	orthogroup_795|GCF_005671335.1|WP_053430472.1	14	14	1
orthogroup_795	GCF_006094295.1	WP_001284028.1	orthogroup_795|GCF_006094295.1|WP_001284028.1	14	14	1
orthogroup_795	GCF_034478925.1	WP_003184504.1	orthogroup_795|GCF_034478925.1|WP_003184504.1	14	14	1
orthogroup_795	GCF_034479305.1	WP_094426498.1	orthogroup_795|GCF_034479305.1|WP_094426498.1	14	14	1
orthogroup_812	GCA_000015785.2	ABS75189.2	orthogroup_812|GCA_000015785.2|ABS75189.2	12	12	1
orthogroup_812	GCA_000025805.1	ADF39426.1	orthogroup_812|GCA_000025805.1|ADF39426.1	12	12	1
orthogroup_812	GCF_000009045.1	NP_391026.2	orthogroup_812|GCF_000009045.1|NP_391026.2	12	12	1
orthogroup_812	GCF_000009785.1	WP_011229829.1	orthogroup_812|GCF_000009785.1|WP_011229829.1	12	12	1
orthogroup_812	GCF_000011245.1	WP_011067454.1	orthogroup_812|GCF_000011245.1|WP_011067454.1	12	12	1
orthogroup_812	GCF_000017885.4	WP_222434072.1	orthogroup_812|GCF_000017885.4|WP_222434072.1	12	12	1
orthogroup_812	GCF_005671335.1	WP_010898743.1	orthogroup_812|GCF_005671335.1|WP_010898743.1	12	12	1
orthogroup_812	GCF_006094295.1	WP_000179295.1	orthogroup_812|GCF_006094295.1|WP_000179295.1	12	12	1
orthogroup_812	GCF_034478925.1	WP_003184810.1	orthogroup_812|GCF_034478925.1|WP_003184810.1	12	12	1
orthogroup_812	GCF_034479305.1	WP_094427710.1	orthogroup_812|GCF_034479305.1|WP_094427710.1	12	12	1
orthogroup_816	GCA_000015785.2	ABS75244.2	orthogroup_816|GCA_000015785.2|ABS75244.2	3	3	1
orthogroup_816	GCA_000025805.1	ADF41750.1	orthogroup_816|GCA_000025805.1|ADF41750.1	3	3	1
orthogroup_816	GCF_000009045.1	NP_391088.1	orthogroup_816|GCF_000009045.1|NP_391088.1	3	3	1
orthogroup_816	GCF_000009785.1	WP_014196657.1	orthogroup_816|GCF_000009785.1|WP_014196657.1	3	3	1
orthogroup_816	GCF_000011245.1	WP_011066741.1	orthogroup_816|GCF_000011245.1|WP_011066741.1	3	3	1
orthogroup_816	GCF_000017885.4	WP_012011132.1	orthogroup_816|GCF_000017885.4|WP_012011132.1	3	3	1
orthogroup_816	GCF_005671335.1	WP_010899546.1	orthogroup_816|GCF_005671335.1|WP_010899546.1	3	3	1
orthogroup_816	GCF_006094295.1	WP_000027016.1	orthogroup_816|GCF_006094295.1|WP_000027016.1	3	3	1
orthogroup_816	GCF_034478925.1	WP_011198260.1	orthogroup_816|GCF_034478925.1|WP_011198260.1	3	3	1
orthogroup_816	GCF_034479305.1	WP_062749861.1	orthogroup_816|GCF_034479305.1|WP_062749861.1	3	3	1
orthogroup_840	GCA_000015785.2	ABS75313.1	orthogroup_840|GCA_000015785.2|ABS75313.1	5	5	1
orthogroup_840	GCA_000025805.1	ADF41783.1	orthogroup_840|GCA_000025805.1|ADF41783.1	5	5	1
orthogroup_840	GCF_000009045.1	NP_391153.1	orthogroup_840|GCF_000009045.1|NP_391153.1	5	5	1
orthogroup_840	GCF_000009785.1	WP_011232468.1	orthogroup_840|GCF_000009785.1|WP_011232468.1	5	5	1
orthogroup_840	GCF_000011245.1	WP_011066775.1	orthogroup_840|GCF_000011245.1|WP_011066775.1	5	5	1
orthogroup_840	GCF_000017885.4	WP_012011186.1	orthogroup_840|GCF_000017885.4|WP_012011186.1	5	5	1
orthogroup_840	GCF_005671335.1	WP_083445608.1	orthogroup_840|GCF_005671335.1|WP_083445608.1	5	5	1
orthogroup_840	GCF_006094295.1	WP_000359557.1	orthogroup_840|GCF_006094295.1|WP_000359557.1	5	5	1
orthogroup_840	GCF_034478925.1	WP_003185053.1	orthogroup_840|GCF_034478925.1|WP_003185053.1	5	5	1
orthogroup_840	GCF_034479305.1	WP_094426293.1	orthogroup_840|GCF_034479305.1|WP_094426293.1	5	5	1
orthogroup_850	GCA_000015785.2	ABS75354.1	orthogroup_850|GCA_000015785.2|ABS75354.1	4	4	1
orthogroup_850	GCA_000025805.1	ADF38277.1	orthogroup_850|GCA_000025805.1|ADF38277.1	4	4	1
orthogroup_850	GCF_000009045.1	NP_391190.1	orthogroup_850|GCF_000009045.1|NP_391190.1	4	4	1
orthogroup_850	GCF_000009785.1	WP_011229936.1	orthogroup_850|GCF_000009785.1|WP_011229936.1	4	4	1
orthogroup_850	GCF_000011245.1	WP_011067221.1	orthogroup_850|GCF_000011245.1|WP_011067221.1	4	4	1
orthogroup_850	GCF_000017885.4	WP_041815917.1	orthogroup_850|GCF_000017885.4|WP_041815917.1	4	4	1
orthogroup_850	GCF_005671335.1	WP_053431614.1	orthogroup_850|GCF_005671335.1|WP_053431614.1	4	4	1
orthogroup_850	GCF_006094295.1	WP_000716095.1	orthogroup_850|GCF_006094295.1|WP_000716095.1	4	4	1
orthogroup_850	GCF_034478925.1	WP_003185130.1	orthogroup_850|GCF_034478925.1|WP_003185130.1	4	4	1
orthogroup_850	GCF_034479305.1	WP_062745823.1	orthogroup_850|GCF_034479305.1|WP_062745823.1	4	4	1
orthogroup_852	GCA_000015785.2	ABS75396.1	orthogroup_852|GCA_000015785.2|ABS75396.1	4	4	1
orthogroup_852	GCA_000025805.1	ADF40029.1	orthogroup_852|GCA_000025805.1|ADF40029.1	4	4	1
orthogroup_852	GCF_000009045.1	NP_391227.1	orthogroup_852|GCF_000009045.1|NP_391227.1	4	4	1
orthogroup_852	GCF_000009785.1	WP_011230072.1	orthogroup_852|GCF_000009785.1|WP_011230072.1	4	4	1
orthogroup_852	GCF_000011245.1	WP_011065563.1	orthogroup_852|GCF_000011245.1|WP_011065563.1	4	4	1
orthogroup_852	GCF_000017885.4	WP_012011257.1	orthogroup_852|GCF_000017885.4|WP_012011257.1	4	4	1
orthogroup_852	GCF_005671335.1	WP_010898100.1	orthogroup_852|GCF_005671335.1|WP_010898100.1	4	4	1
orthogroup_852	GCF_006094295.1	WP_000532263.1	orthogroup_852|GCF_006094295.1|WP_000532263.1	4	4	1
orthogroup_852	GCF_034478925.1	WP_003185211.1	orthogroup_852|GCF_034478925.1|WP_003185211.1	4	4	1
orthogroup_852	GCF_034479305.1	WP_094424561.1	orthogroup_852|GCF_034479305.1|WP_094424561.1	4	4	1
orthogroup_853	GCA_000015785.2	ABS75399.2	orthogroup_853|GCA_000015785.2|ABS75399.2	8	8	1
orthogroup_853	GCA_000025805.1	ADF38749.1	orthogroup_853|GCA_000025805.1|ADF38749.1	8	8	1
orthogroup_853	GCF_000009045.1	NP_391230.2	orthogroup_853|GCF_000009045.1|NP_391230.2	8	8	1
orthogroup_853	GCF_000009785.1	WP_011230403.1	orthogroup_853|GCF_000009785.1|WP_011230403.1	8	8	1
orthogroup_853	GCF_000011245.1	WP_011065543.1	orthogroup_853|GCF_000011245.1|WP_011065543.1	8	8	1
orthogroup_853	GCF_000017885.4	WP_012011270.1	orthogroup_853|GCF_000017885.4|WP_012011270.1	8	8	1
orthogroup_853	GCF_005671335.1	WP_053432279.1	orthogroup_853|GCF_005671335.1|WP_053432279.1	8	8	1
orthogroup_853	GCF_006094295.1	WP_001003180.1	orthogroup_853|GCF_006094295.1|WP_001003180.1	8	8	1
orthogroup_853	GCF_034478925.1	WP_003185248.1	orthogroup_853|GCF_034478925.1|WP_003185248.1	8	8	1
orthogroup_853	GCF_034479305.1	WP_094425862.1	orthogroup_853|GCF_034479305.1|WP_094425862.1	8	8	1
orthogroup_886	GCA_000015785.2	ABS75548.1	orthogroup_886|GCA_000015785.2|ABS75548.1	7	7	1
orthogroup_886	GCA_000025805.1	ADF41861.1	orthogroup_886|GCA_000025805.1|ADF41861.1	7	7	1
orthogroup_886	GCF_000009045.1	NP_391379.1	orthogroup_886|GCF_000009045.1|NP_391379.1	7	7	1
orthogroup_886	GCF_000009785.1	WP_011232551.1	orthogroup_886|GCF_000009785.1|WP_011232551.1	7	7	1
orthogroup_886	GCF_000011245.1	WP_011066874.1	orthogroup_886|GCF_000011245.1|WP_011066874.1	7	7	1
orthogroup_886	GCF_000017885.4	WP_012011379.1	orthogroup_886|GCF_000017885.4|WP_012011379.1	7	7	1
orthogroup_886	GCF_005671335.1	WP_053430292.1	orthogroup_886|GCF_005671335.1|WP_053430292.1	7	7	1
orthogroup_886	GCF_006094295.1	WP_000922849.1	orthogroup_886|GCF_006094295.1|WP_000922849.1	7	7	1
orthogroup_886	GCF_034478925.1	WP_003185621.1	orthogroup_886|GCF_034478925.1|WP_003185621.1	7	7	1
orthogroup_886	GCF_034479305.1	WP_094426161.1	orthogroup_886|GCF_034479305.1|WP_094426161.1	7	7	1
orthogroup_890	GCA_000015785.2	ABS75555.1	orthogroup_890|GCA_000015785.2|ABS75555.1	4	4	1
orthogroup_890	GCA_000025805.1	ADF41863.1	orthogroup_890|GCA_000025805.1|ADF41863.1	4	4	1
orthogroup_890	GCF_000009045.1	NP_391390.1	orthogroup_890|GCF_000009045.1|NP_391390.1	4	4	1
orthogroup_890	GCF_000009785.1	WP_011232553.1	orthogroup_890|GCF_000009785.1|WP_011232553.1	4	4	1
orthogroup_890	GCF_000011245.1	WP_011066876.1	orthogroup_890|GCF_000011245.1|WP_011066876.1	4	4	1
orthogroup_890	GCF_000017885.4	WP_012011384.1	orthogroup_890|GCF_000017885.4|WP_012011384.1	4	4	1
orthogroup_890	GCF_005671335.1	WP_175414339.1	orthogroup_890|GCF_005671335.1|WP_175414339.1	4	4	1
orthogroup_890	GCF_006094295.1	WP_001267308.1	orthogroup_890|GCF_006094295.1|WP_001267308.1	4	4	1
orthogroup_890	GCF_034478925.1	WP_003185632.1	orthogroup_890|GCF_034478925.1|WP_003185632.1	4	4	1
orthogroup_890	GCF_034479305.1	WP_094426159.1	orthogroup_890|GCF_034479305.1|WP_094426159.1	4	4	1
orthogroup_893	GCA_000015785.2	ABS75566.1	orthogroup_893|GCA_000015785.2|ABS75566.1	9	9	1
orthogroup_893	GCA_000025805.1	ADF41872.1	orthogroup_893|GCA_000025805.1|ADF41872.1	9	9	1
orthogroup_893	GCF_000009045.1	NP_391402.1	orthogroup_893|GCF_000009045.1|NP_391402.1	9	9	1
orthogroup_893	GCF_000009785.1	WP_011232558.1	orthogroup_893|GCF_000009785.1|WP_011232558.1	9	9	1
orthogroup_893	GCF_000011245.1	WP_011066882.1	orthogroup_893|GCF_000011245.1|WP_011066882.1	9	9	1
orthogroup_893	GCF_000017885.4	WP_012011404.1	orthogroup_893|GCF_000017885.4|WP_012011404.1	9	9	1
orthogroup_893	GCF_005671335.1	WP_233443927.1	orthogroup_893|GCF_005671335.1|WP_233443927.1	9	9	1
orthogroup_893	GCF_006094295.1	WP_000388621.1	orthogroup_893|GCF_006094295.1|WP_000388621.1	9	9	1
orthogroup_893	GCF_034478925.1	WP_011198347.1	orthogroup_893|GCF_034478925.1|WP_011198347.1	9	9	1
orthogroup_893	GCF_034479305.1	WP_094426145.1	orthogroup_893|GCF_034479305.1|WP_094426145.1	9	9	1
orthogroup_895	GCA_000015785.2	ABS75570.2	orthogroup_895|GCA_000015785.2|ABS75570.2	4	4	1
orthogroup_895	GCA_000025805.1	ADF41875.1	orthogroup_895|GCA_000025805.1|ADF41875.1	4	4	1
orthogroup_895	GCF_000009045.1	NP_391405.1	orthogroup_895|GCF_000009045.1|NP_391405.1	4	4	1
orthogroup_895	GCF_000009785.1	WP_011232570.1	orthogroup_895|GCF_000009785.1|WP_011232570.1	4	4	1
orthogroup_895	GCF_000011245.1	WP_011066885.1	orthogroup_895|GCF_000011245.1|WP_011066885.1	4	4	1
orthogroup_895	GCF_000017885.4	WP_012011409.1	orthogroup_895|GCF_000017885.4|WP_012011409.1	4	4	1
orthogroup_895	GCF_005671335.1	WP_138090935.1	orthogroup_895|GCF_005671335.1|WP_138090935.1	4	4	1
orthogroup_895	GCF_006094295.1	WP_000645027.1	orthogroup_895|GCF_006094295.1|WP_000645027.1	4	4	1
orthogroup_895	GCF_034478925.1	WP_011198348.1	orthogroup_895|GCF_034478925.1|WP_011198348.1	4	4	1
orthogroup_895	GCF_034479305.1	WP_094426139.1	orthogroup_895|GCF_034479305.1|WP_094426139.1	4	4	1
orthogroup_908	GCA_000015785.2	ABS75642.1	orthogroup_908|GCA_000015785.2|ABS75642.1	10	10	1
orthogroup_908	GCA_000025805.1	ADF37786.1	orthogroup_908|GCA_000025805.1|ADF37786.1	10	10	1
orthogroup_908	GCF_000009045.1	NP_391476.1	orthogroup_908|GCF_000009045.1|NP_391476.1	10	10	1
orthogroup_908	GCF_000009785.1	WP_011232697.1	orthogroup_908|GCF_000009785.1|WP_011232697.1	10	10	1
orthogroup_908	GCF_000011245.1	WP_379604690.1	orthogroup_908|GCF_000011245.1|WP_379604690.1	10	10	1
orthogroup_908	GCF_000017885.4	WP_012011497.1	orthogroup_908|GCF_000017885.4|WP_012011497.1	10	10	1
orthogroup_908	GCF_005671335.1	WP_010899856.1	orthogroup_908|GCF_005671335.1|WP_010899856.1	10	10	1
orthogroup_908	GCF_006094295.1	WP_001074641.1	orthogroup_908|GCF_006094295.1|WP_001074641.1	10	10	1
orthogroup_908	GCF_034478925.1	WP_003185842.1	orthogroup_908|GCF_034478925.1|WP_003185842.1	10	10	1
orthogroup_908	GCF_034479305.1	WP_406550704.1	orthogroup_908|GCF_034479305.1|WP_406550704.1	10	10	1
orthogroup_924	GCA_000015785.2	ABS75732.1	orthogroup_924|GCA_000015785.2|ABS75732.1	5	5	1
orthogroup_924	GCA_000025805.1	ADF41939.1	orthogroup_924|GCA_000025805.1|ADF41939.1	5	5	1
orthogroup_924	GCF_000009045.1	NP_391568.1	orthogroup_924|GCF_000009045.1|NP_391568.1	5	5	1
orthogroup_924	GCF_000009785.1	WP_011232831.1	orthogroup_924|GCF_000009785.1|WP_011232831.1	5	5	1
orthogroup_924	GCF_000011245.1	WP_011067378.1	orthogroup_924|GCF_000011245.1|WP_011067378.1	5	5	1
orthogroup_924	GCF_000017885.4	WP_012011551.1	orthogroup_924|GCF_000017885.4|WP_012011551.1	5	5	1
orthogroup_924	GCF_005671335.1	WP_053430162.1	orthogroup_924|GCF_005671335.1|WP_053430162.1	5	5	1
orthogroup_924	GCF_006094295.1	WP_000399871.1	orthogroup_924|GCF_006094295.1|WP_000399871.1	5	5	1
orthogroup_924	GCF_034478925.1	WP_003186015.1	orthogroup_924|GCF_034478925.1|WP_003186015.1	5	5	1
orthogroup_924	GCF_034479305.1	WP_011248691.1	orthogroup_924|GCF_034479305.1|WP_011248691.1	5	5	1
orthogroup_925	GCA_000015785.2	ABS75733.1	orthogroup_925|GCA_000015785.2|ABS75733.1	4	4	1
orthogroup_925	GCA_000025805.1	ADF41940.1	orthogroup_925|GCA_000025805.1|ADF41940.1	4	4	1
orthogroup_925	GCF_000009045.1	NP_391569.1	orthogroup_925|GCF_000009045.1|NP_391569.1	4	4	1
orthogroup_925	GCF_000009785.1	WP_011232832.1	orthogroup_925|GCF_000009785.1|WP_011232832.1	4	4	1
orthogroup_925	GCF_000011245.1	WP_011067379.1	orthogroup_925|GCF_000011245.1|WP_011067379.1	4	4	1
orthogroup_925	GCF_000017885.4	WP_003215321.1	orthogroup_925|GCF_000017885.4|WP_003215321.1	4	4	1
orthogroup_925	GCF_005671335.1	WP_053430161.1	orthogroup_925|GCF_005671335.1|WP_053430161.1	4	4	1
orthogroup_925	GCF_006094295.1	WP_000567600.1	orthogroup_925|GCF_006094295.1|WP_000567600.1	4	4	1
orthogroup_925	GCF_034478925.1	WP_003186016.1	orthogroup_925|GCF_034478925.1|WP_003186016.1	4	4	1
orthogroup_925	GCF_034479305.1	WP_011248692.1	orthogroup_925|GCF_034479305.1|WP_011248692.1	4	4	1
orthogroup_929	GCA_000015785.2	ABS75739.1	orthogroup_929|GCA_000015785.2|ABS75739.1	6	6	1
orthogroup_929	GCA_000025805.1	ADF41949.1	orthogroup_929|GCA_000025805.1|ADF41949.1	6	6	1
orthogroup_929	GCF_000009045.1	NP_391575.1	orthogroup_929|GCF_000009045.1|NP_391575.1	6	6	1
orthogroup_929	GCF_000009785.1	WP_011232841.1	orthogroup_929|GCF_000009785.1|WP_011232841.1	6	6	1
orthogroup_929	GCF_000011245.1	WP_011067389.1	orthogroup_929|GCF_000011245.1|WP_011067389.1	6	6	1
orthogroup_929	GCF_000017885.4	WP_012011556.1	orthogroup_929|GCF_000017885.4|WP_012011556.1	6	6	1
orthogroup_929	GCF_005671335.1	WP_010899895.1	orthogroup_929|GCF_005671335.1|WP_010899895.1	6	6	1
orthogroup_929	GCF_006094295.1	WP_000142475.1	orthogroup_929|GCF_006094295.1|WP_000142475.1	6	6	1
orthogroup_929	GCF_034478925.1	WP_003186024.1	orthogroup_929|GCF_034478925.1|WP_003186024.1	6	6	1
orthogroup_929	GCF_034479305.1	WP_094424662.1	orthogroup_929|GCF_034479305.1|WP_094424662.1	6	6	1
orthogroup_941	GCA_000015785.2	ABS75762.1	orthogroup_941|GCA_000015785.2|ABS75762.1	5	5	1
orthogroup_941	GCA_000025805.1	ADF41971.1	orthogroup_941|GCA_000025805.1|ADF41971.1	5	5	1
orthogroup_941	GCF_000009045.1	NP_391599.1	orthogroup_941|GCF_000009045.1|NP_391599.1	5	5	1
orthogroup_941	GCF_000009785.1	WP_011232865.1	orthogroup_941|GCF_000009785.1|WP_011232865.1	5	5	1
orthogroup_941	GCF_000011245.1	WP_011067410.1	orthogroup_941|GCF_000011245.1|WP_011067410.1	5	5	1
orthogroup_941	GCF_000017885.4	WP_012011585.1	orthogroup_941|GCF_000017885.4|WP_012011585.1	5	5	1
orthogroup_941	GCF_005671335.1	WP_053430137.1	orthogroup_941|GCF_005671335.1|WP_053430137.1	5	5	1
orthogroup_941	GCF_006094295.1	WP_001086770.1	orthogroup_941|GCF_006094295.1|WP_001086770.1	5	5	1
orthogroup_941	GCF_034478925.1	WP_011198396.1	orthogroup_941|GCF_034478925.1|WP_011198396.1	5	5	1
orthogroup_941	GCF_034479305.1	WP_094424628.1	orthogroup_941|GCF_034479305.1|WP_094424628.1	5	5	1
orthogroup_951	GCA_000015785.2	ABS75847.1	orthogroup_951|GCA_000015785.2|ABS75847.1	4	4	1
orthogroup_951	GCA_000025805.1	ADF41991.1	orthogroup_951|GCA_000025805.1|ADF41991.1	4	4	1
orthogroup_951	GCF_000009045.1	NP_391672.2	orthogroup_951|GCF_000009045.1|NP_391672.2	4	4	1
orthogroup_951	GCF_000009785.1	WP_011232886.1	orthogroup_951|GCF_000009785.1|WP_011232886.1	4	4	1
orthogroup_951	GCF_000011245.1	WP_011067423.1	orthogroup_951|GCF_000011245.1|WP_011067423.1	4	4	1
orthogroup_951	GCF_000017885.4	WP_012011648.1	orthogroup_951|GCF_000017885.4|WP_012011648.1	4	4	1
orthogroup_951	GCF_005671335.1	WP_010899953.1	orthogroup_951|GCF_005671335.1|WP_010899953.1	4	4	1
orthogroup_951	GCF_006094295.1	WP_000688316.1	orthogroup_951|GCF_006094295.1|WP_000688316.1	4	4	1
orthogroup_951	GCF_034478925.1	WP_011198405.1	orthogroup_951|GCF_034478925.1|WP_011198405.1	4	4	1
orthogroup_951	GCF_034479305.1	WP_011248756.1	orthogroup_951|GCF_034479305.1|WP_011248756.1	4	4	1
orthogroup_954	GCA_000015785.2	ABS75870.1	orthogroup_954|GCA_000015785.2|ABS75870.1	5	5	1
orthogroup_954	GCA_000025805.1	ADF39994.1	orthogroup_954|GCA_000025805.1|ADF39994.1	5	5	1
orthogroup_954	GCF_000009045.1	NP_391694.1	orthogroup_954|GCF_000009045.1|NP_391694.1	5	5	1
orthogroup_954	GCF_000009785.1	WP_011232921.1	orthogroup_954|GCF_000009785.1|WP_011232921.1	5	5	1
orthogroup_954	GCF_000011245.1	WP_011066647.1	orthogroup_954|GCF_000011245.1|WP_011066647.1	5	5	1
orthogroup_954	GCF_000017885.4	WP_012011668.1	orthogroup_954|GCF_000017885.4|WP_012011668.1	5	5	1
orthogroup_954	GCF_005671335.1	WP_053431125.1	orthogroup_954|GCF_005671335.1|WP_053431125.1	5	5	1
orthogroup_954	GCF_006094295.1	WP_000729317.1	orthogroup_954|GCF_006094295.1|WP_000729317.1	5	5	1
orthogroup_954	GCF_034478925.1	WP_003186197.1	orthogroup_954|GCF_034478925.1|WP_003186197.1	5	5	1
orthogroup_954	GCF_034479305.1	WP_094427754.1	orthogroup_954|GCF_034479305.1|WP_094427754.1	5	5	1
orthogroup_955	GCA_000015785.2	ABS75871.1	orthogroup_955|GCA_000015785.2|ABS75871.1	15	15	1
orthogroup_955	GCA_000025805.1	ADF39995.1	orthogroup_955|GCA_000025805.1|ADF39995.1	15	15	1
orthogroup_955	GCF_000009045.1	NP_391695.1	orthogroup_955|GCF_000009045.1|NP_391695.1	15	15	1
orthogroup_955	GCF_000009785.1	WP_011232922.1	orthogroup_955|GCF_000009785.1|WP_011232922.1	15	15	1
orthogroup_955	GCF_000011245.1	WP_011066646.1	orthogroup_955|GCF_000011245.1|WP_011066646.1	15	15	1
orthogroup_955	GCF_000017885.4	WP_003215069.1	orthogroup_955|GCF_000017885.4|WP_003215069.1	15	15	1
orthogroup_955	GCF_005671335.1	WP_053431126.1	orthogroup_955|GCF_005671335.1|WP_053431126.1	15	15	1
orthogroup_955	GCF_006094295.1	WP_000762366.1	orthogroup_955|GCF_006094295.1|WP_000762366.1	15	15	1
orthogroup_955	GCF_034478925.1	WP_003186199.1	orthogroup_955|GCF_034478925.1|WP_003186199.1	15	15	1
orthogroup_955	GCF_034479305.1	WP_094427752.1	orthogroup_955|GCF_034479305.1|WP_094427752.1	15	15	1
orthogroup_983	GCA_000015785.2	ABS76139.1	orthogroup_983|GCA_000015785.2|ABS76139.1	5	5	1
orthogroup_983	GCA_000025805.1	ADF42065.1	orthogroup_983|GCA_000025805.1|ADF42065.1	5	5	1
orthogroup_983	GCF_000009045.1	NP_391984.1	orthogroup_983|GCF_000009045.1|NP_391984.1	5	5	1
orthogroup_983	GCF_000009785.1	WP_011232959.1	orthogroup_983|GCF_000009785.1|WP_011232959.1	5	5	1
orthogroup_983	GCF_000011245.1	WP_011067892.1	orthogroup_983|GCF_000011245.1|WP_011067892.1	5	5	1
orthogroup_983	GCF_000017885.4	WP_095117972.1	orthogroup_983|GCF_000017885.4|WP_095117972.1	5	5	1
orthogroup_983	GCF_005671335.1	WP_175414344.1	orthogroup_983|GCF_005671335.1|WP_175414344.1	5	5	1
orthogroup_983	GCF_006094295.1	WP_000727738.1	orthogroup_983|GCF_006094295.1|WP_000727738.1	5	5	1
orthogroup_983	GCF_034478925.1	WP_011198500.1	orthogroup_983|GCF_034478925.1|WP_011198500.1	5	5	1
orthogroup_983	GCF_034479305.1	WP_094424408.1	orthogroup_983|GCF_034479305.1|WP_094424408.1	5	5	1
orthogroup_1009	GCA_000015785.2	ABS72804.1	orthogroup_1009|GCA_000015785.2|ABS72804.1	10	10	1
orthogroup_1009	GCA_000025805.1	ADF40059.1	orthogroup_1009|GCA_000025805.1|ADF40059.1	10	10	1
orthogroup_1009	GCF_000009045.1	NP_388262.1	orthogroup_1009|GCF_000009045.1|NP_388262.1	10	10	1
orthogroup_1009	GCF_000011245.1	WP_011064942.1	orthogroup_1009|GCF_000011245.1|WP_011064942.1	10	10	1
orthogroup_1009	GCF_000017885.4	WP_012009485.1	orthogroup_1009|GCF_000017885.4|WP_012009485.1	10	10	1
orthogroup_1009	GCF_005671335.1	WP_138090332.1	orthogroup_1009|GCF_005671335.1|WP_138090332.1	10	10	1
orthogroup_1009	GCF_006094295.1	WP_000042077.1	orthogroup_1009|GCF_006094295.1|WP_000042077.1	10	10	1
orthogroup_1009	GCF_034478925.1	WP_003178937.1	orthogroup_1009|GCF_034478925.1|WP_003178937.1	10	10	1
orthogroup_1009	GCF_034479305.1	WP_062749836.1	orthogroup_1009|GCF_034479305.1|WP_062749836.1	10	10	1
orthogroup_1010	GCA_000015785.2	ABS72805.1	orthogroup_1010|GCA_000015785.2|ABS72805.1	10	10	1
orthogroup_1010	GCA_000025805.1	ADF40058.1	orthogroup_1010|GCA_000025805.1|ADF40058.1	10	10	1
orthogroup_1010	GCF_000009045.1	NP_388263.1	orthogroup_1010|GCF_000009045.1|NP_388263.1	10	10	1
orthogroup_1010	GCF_000011245.1	WP_011064943.1	orthogroup_1010|GCF_000011245.1|WP_011064943.1	10	10	1
orthogroup_1010	GCF_000017885.4	WP_012009486.1	orthogroup_1010|GCF_000017885.4|WP_012009486.1	9	10	0
orthogroup_1010	GCF_005671335.1	WP_010897196.1	orthogroup_1010|GCF_005671335.1|WP_010897196.1	10	10	1
orthogroup_1010	GCF_006094295.1	WP_000631245.1	orthogroup_1010|GCF_006094295.1|WP_000631245.1	10	10	1
orthogroup_1010	GCF_034478925.1	WP_003178939.1	orthogroup_1010|GCF_034478925.1|WP_003178939.1	10	10	1
orthogroup_1010	GCF_034479305.1	WP_157730442.1	orthogroup_1010|GCF_034479305.1|WP_157730442.1	10	10	1
orthogroup_1012	GCA_000015785.2	ABS72822.2	orthogroup_1012|GCA_000015785.2|ABS72822.2	12	12	1
orthogroup_1012	GCA_000025805.1	ADF37127.1	orthogroup_1012|GCA_000025805.1|ADF37127.1	12	12	1
orthogroup_1012	GCF_000009045.1	NP_388280.2	orthogroup_1012|GCF_000009045.1|NP_388280.2	12	12	1
orthogroup_1012	GCF_000009785.1	WP_011231434.1	orthogroup_1012|GCF_000009785.1|WP_011231434.1	12	12	1
orthogroup_1012	GCF_000011245.1	WP_011066996.1	orthogroup_1012|GCF_000011245.1|WP_011066996.1	12	12	1
orthogroup_1012	GCF_000017885.4	WP_012008932.1	orthogroup_1012|GCF_000017885.4|WP_012008932.1	12	12	1
orthogroup_1012	GCF_005671335.1	WP_053430109.1	orthogroup_1012|GCF_005671335.1|WP_053430109.1	12	12	1
orthogroup_1012	GCF_034478925.1	WP_003179025.1	orthogroup_1012|GCF_034478925.1|WP_003179025.1	10	12	0
orthogroup_1012	GCF_034479305.1	WP_094426413.1	orthogroup_1012|GCF_034479305.1|WP_094426413.1	12	12	1
orthogroup_1023	GCA_000015785.2	ABS73067.1	orthogroup_1023|GCA_000015785.2|ABS73067.1	3	3	1
orthogroup_1023	GCA_000025805.1	ADF40896.1	orthogroup_1023|GCA_000025805.1|ADF40896.1	2	3	0
orthogroup_1023	GCF_000009045.1	NP_388521.2	orthogroup_1023|GCF_000009045.1|NP_388521.2	3	3	1
orthogroup_1023	GCF_000011245.1	WP_011065146.1	orthogroup_1023|GCF_000011245.1|WP_011065146.1	3	3	1
orthogroup_1023	GCF_000017885.4	WP_024424505.1	orthogroup_1023|GCF_000017885.4|WP_024424505.1	3	3	1
orthogroup_1023	GCF_005671335.1	WP_010896797.1	orthogroup_1023|GCF_005671335.1|WP_010896797.1	3	3	1
orthogroup_1023	GCF_006094295.1	WP_000938438.1	orthogroup_1023|GCF_006094295.1|WP_000938438.1	3	3	1
orthogroup_1023	GCF_034478925.1	WP_369878949.1	orthogroup_1023|GCF_034478925.1|WP_369878949.1	3	3	1
